LabVIEW Measurement,
138.000000,-0.184984
139.000000,-0.078554
140.000000,-0.010363
141.000000,-0.013231
142.000000,-0.082378
143.000000,-0.007495
144.000000,-0.090663
145.000000,0.102441
146.000000,0.037435
147.000000,-0.054974
148.000000,-0.063578
149.000000,0.133987
150.000000,0.084277
151.000000,-0.017692
152.000000,-0.025339
153.000000,-0.263373
154.000000,0.037435
155.000000,-0.095762
156.000000,0.307016
157.000000,0.165534
158.000000,-0.056249
159.000000,0.112637
160.000000,0.374570
161.000000,-0.050832
162.000000,-0.006220
163.000000,-0.026614
164.000000,-0.018966
165.000000,0.052412
166.000000,0.032337
167.000000,-0.126034
168.000000,0.377119
169.000000,-0.036811
170.000000,0.066433
171.000000,0.058466
172.000000,0.498208
173.000000,0.200267
174.000000,-0.210795
175.000000,-0.001759
176.000000,-0.062940
177.000000,0.062609
178.000000,-0.024702
179.000000,0.094793
180.000000,0.101166
181.000000,0.065477
182.000000,-0.001122
183.000000,0.201860
184.000000,-0.899723
185.000000,0.202498
186.000000,0.035523
187.000000,-0.092575
188.000000,-0.236606
189.000000,-0.040635
190.000000,0.024371
191.000000,0.067389
192.000000,-0.287272
193.000000,-0.034580
194.000000,0.068026
195.000000,0.098298
196.000000,-0.222904
197.000000,0.075674
198.000000,-0.011637
199.000000,-0.183073
200.000000,0.157249
201.000000,-0.105003
202.000000,-0.066127
203.000000,0.232132
204.000000,0.076630
205.000000,0.077586
206.000000,0.087464
207.000000,0.118055
208.000000,-0.315951
209.000000,0.000472
210.000000,-0.038723
211.000000,-0.086839
212.000000,0.552060
213.000000,0.962804
214.000000,-0.028526
215.000000,0.063565
216.000000,0.749625
217.000000,0.049225
218.000000,0.086508
219.000000,0.088420
220.000000,0.294270
221.000000,-0.083971
222.000000,-0.155668
223.000000,0.459332
224.000000,-0.274207
225.000000,0.002702
226.000000,-0.121573
227.000000,0.774480
228.000000,0.399425
229.000000,-0.131132
230.000000,-0.109782
231.000000,-0.795524
232.000000,0.037435
233.000000,-0.139417
234.000000,-0.165865
235.000000,-0.147065
236.000000,-0.073456
237.000000,0.046995
238.000000,-0.100541
239.000000,-0.188808
240.000000,0.611011
241.000000,0.230220
242.000000,-0.013549
243.000000,0.228627
244.000000,-0.526580
245.000000,-0.104047
246.000000,-0.123803
247.000000,-0.101816
248.000000,-0.449785
249.000000,-0.021197
250.000000,-0.154712
251.000000,-1.072433
252.000000,-0.095443
253.000000,-0.039997
254.000000,0.190389
255.000000,-0.828664
256.000000,-0.368847
257.000000,0.187202
258.000000,0.198992
259.000000,0.021821
260.000000,-0.022471
261.000000,-0.094168
262.000000,-0.708531
263.000000,-0.583301
264.000000,0.005251
265.000000,0.272601
266.000000,0.323586
267.000000,-0.052743
268.000000,0.047632
269.000000,0.051775
270.000000,0.150557
271.000000,0.140042
272.000000,0.040622
273.000000,0.513184
274.000000,0.362780
275.000000,-0.023746
276.000000,-0.371078
277.000000,-0.064852
278.000000,-0.049238
279.000000,-0.095443
280.000000,-0.152163
281.000000,-0.047645
282.000000,-0.044777
283.000000,-0.139736
284.000000,-0.684951
285.000000,0.200267
286.000000,-0.005901
287.000000,0.479407
288.000000,-0.270702
289.000000,-0.087477
290.000000,-0.105321
291.000000,0.078860
292.000000,-0.030756
293.000000,0.126021
294.000000,-0.283767
295.000000,-0.962498
296.000000,-0.254451
297.000000,0.081409
298.000000,-0.035218
299.000000,-0.343355
300.000000,0.042534
301.000000,0.086189
302.000000,-0.110738
303.000000,0.029150
304.000000,0.034886
305.000000,0.026601
306.000000,-0.425567
307.000000,0.853187
308.000000,-0.014505
309.000000,-0.170964
310.000000,-0.624088
311.000000,-0.124759
312.000000,-0.047008
313.000000,0.049863
314.000000,-0.533910
315.000000,0.176368
316.000000,0.092562
317.000000,-0.139098
318.000000,0.404524
319.000000,0.019909
320.000000,-0.062622
321.000000,0.591254
322.000000,0.539951
323.000000,0.097661
324.000000,0.034249
325.000000,0.293951
326.000000,0.214925
327.000000,-0.126352
328.000000,0.053368
329.000000,-0.761746
330.000000,-0.049876
331.000000,-0.050832
332.000000,0.293314
333.000000,0.275788
334.000000,0.081091
335.000000,0.161710
336.000000,-0.162360
337.000000,-0.112969
338.000000,-0.333158
339.000000,-0.058798
340.000000,0.177643
341.000000,-0.104365
342.000000,-0.397845
343.000000,-0.112650
344.000000,0.014492
345.000000,-0.047008
346.000000,-0.023427
347.000000,0.106583
348.000000,0.117099
349.000000,-0.319775
350.000000,0.791687
351.000000,-0.138461
352.000000,-0.050513
353.000000,-0.072819
354.000000,0.032018
355.000000,0.082047
356.000000,0.235956
357.000000,-0.140054
358.000000,-0.027889
359.000000,0.087464
360.000000,-0.587762
361.000000,-0.442775
362.000000,-0.127308
363.000000,0.065158
364.000000,-0.492803
365.000000,0.203135
366.000000,-0.120617
367.000000,-0.112332
368.000000,0.260811
369.000000,-0.000803
370.000000,0.058785
371.000000,0.048907
372.000000,0.175412
373.000000,-0.170645
374.000000,-0.044777
375.000000,0.553972
376.000000,-0.186578
377.000000,-0.130176
378.000000,0.024371
379.000000,0.161073
380.000000,-0.002715
381.000000,-0.039360
382.000000,-0.068357
383.000000,0.124746
384.000000,-0.231189
385.000000,0.009075
386.000000,0.141316
387.000000,0.036798
388.000000,-0.025339
389.000000,-0.117749
390.000000,0.198036
391.000000,0.085233
392.000000,0.036161
393.000000,0.416314
394.000000,-0.316270
395.000000,-0.102453
396.000000,0.013855
397.000000,-0.280580
398.000000,0.000790
399.000000,0.211101
400.000000,-0.001759
401.000000,-0.040953
402.000000,-0.101816
403.000000,0.109451
404.000000,0.003977
405.000000,-0.091938
406.000000,0.151513
407.000000,0.044127
408.000000,0.036161
409.000000,-0.094168
410.000000,-0.132725
411.000000,-0.533591
412.000000,0.263998
413.000000,0.056554
414.000000,0.057829
415.000000,-0.051150
416.000000,-0.123166
417.000000,0.012580
418.000000,0.092562
419.000000,-0.187215
420.000000,-0.029163
421.000000,0.137811
422.000000,0.405798
423.000000,-0.615485
424.000000,0.025964
425.000000,0.038710
426.000000,-0.158855
427.000000,-0.146427
428.000000,-0.254451
429.000000,-0.054337
430.000000,-0.080785
431.000000,0.299368
432.000000,-0.156306
433.000000,-0.049557
434.000000,0.020547
435.000000,-0.092575
436.000000,-0.024383
437.000000,-0.032987
438.000000,-0.105959
439.000000,0.262404
440.000000,-0.142604
441.000000,-0.031712
442.000000,-0.092256
443.000000,0.337606
444.000000,0.059422
445.000000,-0.091619
446.000000,-0.016417
447.000000,-0.090026
448.000000,0.111363
449.000000,0.068345
450.000000,0.010350
451.000000,0.062928
452.000000,0.032018
453.000000,-0.029163
454.000000,-0.021834
455.000000,-0.024702
456.000000,0.260811
457.000000,0.278974
458.000000,-0.022153
459.000000,-0.084927
460.000000,-0.185303
461.000000,0.178599
462.000000,-0.099585
463.000000,-0.065808
464.000000,-0.092256
465.000000,0.242967
466.000000,-0.045096
467.000000,0.019909
468.000000,-0.050832
469.000000,-0.000484
470.000000,-0.024383
471.000000,0.018316
472.000000,-0.067083
473.000000,0.058466
474.000000,0.299049
475.000000,-0.015461
476.000000,0.003021
477.000000,-0.223223
478.000000,0.026282
479.000000,-0.032031
480.000000,0.009713
481.000000,-0.040316
482.000000,-0.139098
483.000000,-0.069951
484.000000,0.032974
485.000000,0.006526
486.000000,0.008757
487.000000,-0.046370
488.000000,-0.020241
489.000000,0.042852
490.000000,-0.196456
491.000000,0.061334
492.000000,-0.011637
493.000000,0.000153
494.000000,0.019272
495.000000,-0.122210
496.000000,-0.182435
497.000000,-0.017692
498.000000,-0.025339
499.000000,-0.025658
500.000000,0.080772
501.000000,0.025327
502.000000,0.039666
503.000000,-0.017054
504.000000,0.075036
505.000000,-0.027889
506.000000,0.011943
507.000000,0.071213
508.000000,0.222573
509.000000,0.017997
510.000000,0.008438
511.000000,0.025327
512.000000,-0.131451
513.000000,-0.000803
514.000000,0.027557
515.000000,0.110726
516.000000,0.126021
517.000000,-0.000803
518.000000,0.002065
